image,precision,recall,f1,mean_iou,true_pos,false_pos,false_neg,model
img1090,0.8,0.7272727272727273,0.761904761904762,0.8381469152021498,16,4,6,RGB-augment
img1097,0.9347826086956522,0.9148936170212766,0.924731182795699,0.8522046039728477,43,3,4,RGB-augment
img1098,0.96,0.9411764705882353,0.9504950495049505,0.8824898993998662,48,2,3,RGB-augment
img1103,0.6666666666666666,1.0,0.8,0.8733439003018354,4,2,0,RGB-augment
img1104,0.9,0.9,0.9,0.8561728775588775,9,1,1,RGB-augment
img1105,0.9672131147540983,0.921875,0.944,0.8705327315433928,59,2,5,RGB-augment
img1107,0.9821428571428571,1.0,0.9909909909909909,0.8515846481698756,55,1,0,RGB-augment
img1111,0.8095238095238095,0.9444444444444444,0.8717948717948718,0.8318808845164283,17,4,1,RGB-augment
img1115,0.8,0.631578947368421,0.7058823529411765,0.8413582370394983,12,3,7,RGB-augment
img1117,0.782608695652174,0.7346938775510204,0.7578947368421053,0.8405042893655512,36,10,13,RGB-augment
img1118,0.9,0.782608695652174,0.8372093023255814,0.827715298966021,36,4,10,RGB-augment
img1119,0.7916666666666666,0.7307692307692307,0.76,0.8352983605801194,38,10,14,RGB-augment
img1124,0.9433962264150944,0.9433962264150944,0.9433962264150944,0.8620436601452923,50,3,3,RGB-augment
img1126,0.9272727272727272,0.8225806451612904,0.8717948717948718,0.8757823707908035,51,4,11,RGB-augment
img1127,0.8070175438596491,0.7076923076923077,0.7540983606557378,0.8062713939060128,46,11,19,RGB-augment
img1129,0.875,0.84,0.8571428571428572,0.8519642253084567,21,3,4,RGB-augment
img113,0.9811320754716981,1.0,0.9904761904761905,0.86557559620666,52,1,0,RGB-augment
img1131,0.25,1.0,0.4,0.6477889078521111,1,3,0,RGB-augment
img1134,0.875,0.8448275862068966,0.8596491228070176,0.8544551208157884,49,7,9,RGB-augment
img1149,0.8611111111111112,0.8611111111111112,0.8611111111111112,0.846888577483511,31,5,5,RGB-augment
img1176,1.0,0.9090909090909091,0.9523809523809523,0.8760069911065346,10,0,1,RGB-augment
img1179,0.5925925925925926,0.7272727272727273,0.6530612244897959,0.798732261567736,16,11,6,RGB-augment
img118,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8190410180314535,24,2,2,RGB-augment
img1210,0.975609756097561,0.9523809523809523,0.963855421686747,0.8803593104812141,40,1,2,RGB-augment
img1211,0.972972972972973,0.8780487804878049,0.923076923076923,0.8740180661042053,36,1,5,RGB-augment
img1215,0.9,0.9,0.9,0.7784111924688825,27,3,3,RGB-augment
img1223,0.96875,0.8985507246376812,0.9323308270676692,0.8572590052409562,62,2,7,RGB-augment
img1225,0.9056603773584906,0.9056603773584906,0.9056603773584906,0.8461539159400927,48,5,5,RGB-augment
img1227,0.8571428571428571,0.9230769230769231,0.888888888888889,0.8019572488223426,24,4,2,RGB-augment
img1240,0.9,0.75,0.8181818181818182,0.8328003253234675,9,1,3,RGB-augment
img1250,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8192732482544539,45,10,10,RGB-augment
img1255,0.8444444444444444,0.8085106382978723,0.8260869565217391,0.8661094304284217,38,7,9,RGB-augment
img1258,0.92,0.8846153846153846,0.9019607843137256,0.8601767057122579,23,2,3,RGB-augment
img1259,0.0,0.0,0.0,0.0,0,8,2,RGB-augment
img1283,0.9846153846153847,0.9552238805970149,0.9696969696969696,0.8597401350310971,64,1,3,RGB-augment
img1284,0.8863636363636364,0.9069767441860465,0.896551724137931,0.8626850589588833,39,5,4,RGB-augment
img13,0.9032258064516129,0.9032258064516129,0.9032258064516129,0.8422384843551575,28,3,3,RGB-augment
img1300,0.8709677419354839,0.8709677419354839,0.8709677419354839,0.8351829623837375,27,4,4,RGB-augment
img1301,0.8837209302325582,0.7450980392156863,0.8085106382978724,0.8058851146176591,38,5,13,RGB-augment
img1305,0.7692307692307693,0.8333333333333334,0.8,0.7922999613611077,10,3,2,RGB-augment
img1316,0.7843137254901961,0.7017543859649122,0.7407407407407408,0.8158238742433713,40,11,17,RGB-augment
img1324,0.8787878787878788,0.8529411764705882,0.8656716417910447,0.8513475400218355,29,4,5,RGB-augment
img1336,0.9130434782608695,0.8076923076923077,0.8571428571428572,0.8580892390063968,21,2,5,RGB-augment
img135,0.8461538461538461,1.0,0.9166666666666666,0.8614129763768678,22,4,0,RGB-augment
img1350,0.9387755102040817,0.9387755102040817,0.9387755102040817,0.8850710986626353,46,3,3,RGB-augment
img1354,0.75,0.8571428571428571,0.7999999999999999,0.9125352969942262,6,2,1,RGB-augment
img1358,0.9846153846153847,0.9552238805970149,0.9696969696969696,0.8389291476109317,64,1,3,RGB-augment
img1366,0.5238095238095238,0.5789473684210527,0.5500000000000002,0.8997548562075138,11,10,8,RGB-augment
img1367,0.8333333333333334,0.7692307692307693,0.8,0.8687507287362581,10,2,3,RGB-augment
img137,0.0,0.0,0.0,0.0,0,0,0,RGB-augment
img1370,0.8823529411764706,0.8823529411764706,0.8823529411764706,0.8232691297443745,15,2,2,RGB-augment
img1372,0.8048780487804879,0.8461538461538461,0.8250000000000001,0.8247443719929431,33,8,6,RGB-augment
img1377,0.9848484848484849,1.0,0.9923664122137404,0.882309845037482,65,1,0,RGB-augment
img1378,0.9607843137254902,0.98,0.9702970297029702,0.891108488741592,49,2,1,RGB-augment
img1382,0.8809523809523809,0.9487179487179487,0.9135802469135802,0.8552070984090728,37,5,2,RGB-augment
img1383,0.926829268292683,0.8444444444444444,0.8837209302325582,0.8281512980365142,38,3,7,RGB-augment
img1386,0.4,1.0,0.5714285714285715,0.6795311908614898,2,3,0,RGB-augment
img1388,0.9473684210526315,0.8709677419354839,0.9075630252100839,0.8533195109573358,54,3,8,RGB-augment
img1391,0.9347826086956522,0.9148936170212766,0.924731182795699,0.8591331508128395,43,3,4,RGB-augment
img1392,0.9298245614035088,0.8833333333333333,0.905982905982906,0.8335968022493334,53,4,7,RGB-augment
img14,0.8958333333333334,0.8775510204081632,0.8865979381443299,0.853017744139287,43,5,6,RGB-augment
img1406,0.8636363636363636,0.8636363636363636,0.8636363636363636,0.8320214108585775,19,3,3,RGB-augment
img1419,1.0,0.967741935483871,0.9836065573770492,0.8790313647726277,60,0,2,RGB-augment
img1442,1.0,0.8888888888888888,0.9411764705882353,0.8658613628483472,24,0,3,RGB-augment
img1459,0.9245283018867925,0.9074074074074074,0.9158878504672898,0.8315825542585478,49,4,5,RGB-augment
img146,0.9230769230769231,0.8571428571428571,0.888888888888889,0.9026212759957981,12,1,2,RGB-augment
img1460,0.9365079365079365,0.8939393939393939,0.9147286821705426,0.8515550807217436,59,4,7,RGB-augment
img1464,0.84375,0.8709677419354839,0.8571428571428571,0.8157198036466875,27,5,4,RGB-augment
img1467,0.9142857142857143,0.9696969696969697,0.9411764705882354,0.8478901499330934,32,3,1,RGB-augment
img148,0.6923076923076923,0.75,0.7199999999999999,0.8418472968600847,18,8,6,RGB-augment
img1484,0.8974358974358975,0.9210526315789473,0.9090909090909091,0.8679864029460159,35,4,3,RGB-augment
img1485,0.9354838709677419,0.90625,0.9206349206349206,0.850118882538068,29,2,3,RGB-augment
img1510,0.25,1.0,0.4,0.8632700558563963,1,3,0,RGB-augment
img1511,0.9215686274509803,0.8867924528301887,0.9038461538461539,0.795735616914328,47,4,6,RGB-augment
img1513,0.8157894736842105,0.7560975609756098,0.7848101265822786,0.8476919613842381,31,7,10,RGB-augment
img1516,1.0,0.9803921568627451,0.99009900990099,0.8487574864585757,50,0,1,RGB-augment
img1519,0.8,0.7619047619047619,0.7804878048780488,0.8056335220682154,16,4,5,RGB-augment
img1524,1.0,0.9655172413793104,0.9824561403508771,0.8131781059862234,28,0,1,RGB-augment
img1529,0.95,0.9743589743589743,0.9620253164556962,0.8465113779433213,38,2,1,RGB-augment
img153,0.967741935483871,0.9090909090909091,0.9374999999999999,0.8696473323280666,60,2,6,RGB-augment
img1535,1.0,0.9393939393939394,0.96875,0.8626747965980133,31,0,2,RGB-augment
img1536,0.9523809523809523,0.8695652173913043,0.909090909090909,0.8521116588388157,20,1,3,RGB-augment
img1539,0.9302325581395349,0.9302325581395349,0.9302325581395349,0.8552956708218984,40,3,3,RGB-augment
img1545,0.9736842105263158,0.8809523809523809,0.925,0.8812213590335578,37,1,5,RGB-augment
img1548,0.7727272727272727,0.6538461538461539,0.7083333333333333,0.8278303556331471,17,5,9,RGB-augment
img1553,0.75,0.8571428571428571,0.7999999999999999,0.8009876471500408,18,6,3,RGB-augment
img1561,0.8,0.7058823529411765,0.7500000000000001,0.8357078020537747,24,6,10,RGB-augment
img1563,0.8208955223880597,0.8088235294117647,0.8148148148148148,0.8534826064875036,55,12,13,RGB-augment
img1568,0.9111111111111111,0.8541666666666666,0.8817204301075269,0.8661486994906801,41,4,7,RGB-augment
img1569,0.8780487804878049,0.8372093023255814,0.8571428571428572,0.8696557268753445,36,5,7,RGB-augment
img1576,0.9069767441860465,0.8666666666666667,0.8863636363636364,0.8281777667182195,39,4,6,RGB-augment
img1583,0.9130434782608695,0.84,0.8749999999999999,0.8030043551004189,42,4,8,RGB-augment
img1584,0.9411764705882353,0.8888888888888888,0.9142857142857143,0.8192514532367341,32,2,4,RGB-augment
img1585,0.96,0.96,0.96,0.8123695985161383,24,1,1,RGB-augment
img1592,0.9534883720930233,0.9111111111111111,0.9318181818181819,0.84107945292312,41,2,4,RGB-augment
img1593,0.9782608695652174,0.9375,0.9574468085106383,0.8673256810820531,45,1,3,RGB-augment
img1602,0.9629629629629629,0.9629629629629629,0.9629629629629629,0.8535271185437512,26,1,1,RGB-augment
img1606,0.96,0.8571428571428571,0.9056603773584904,0.8181943285714347,24,1,4,RGB-augment
img1610,0.6666666666666666,0.8,0.7272727272727272,0.8467096159180834,16,8,4,RGB-augment
img162,0.875,0.875,0.875,0.9033430843698366,21,3,3,RGB-augment
img1624,0.8947368421052632,0.7727272727272727,0.8292682926829269,0.8314805204601892,34,4,10,RGB-augment
img1625,0.8727272727272727,0.8727272727272727,0.8727272727272727,0.8315920955449781,48,7,7,RGB-augment
img1626,0.85,0.8947368421052632,0.8717948717948718,0.8794001079470498,34,6,4,RGB-augment
img1627,0.7878787878787878,0.8387096774193549,0.8125,0.8440928043576785,26,7,5,RGB-augment
img1632,0.9148936170212766,0.8958333333333334,0.9052631578947369,0.8294174473354584,43,4,5,RGB-augment
img1655,0.8918918918918919,0.868421052631579,0.88,0.8753063040268548,33,4,5,RGB-augment
img1659,0.8837209302325582,0.926829268292683,0.9047619047619047,0.8549117614657972,38,5,3,RGB-augment
img1672,0.7333333333333333,0.88,0.8,0.819491238281315,22,8,3,RGB-augment
img1675,1.0,1.0,1.0,0.8988112654635331,7,0,0,RGB-augment
img1688,0.92,0.8518518518518519,0.8846153846153846,0.839949639359179,23,2,4,RGB-augment
img1691,0.7380952380952381,0.9117647058823529,0.8157894736842106,0.8614516864550364,31,11,3,RGB-augment
img1692,0.8787878787878788,0.8285714285714286,0.8529411764705883,0.8410746380683032,29,4,6,RGB-augment
img1694,0.5918367346938775,0.7435897435897436,0.6590909090909091,0.8208398407439322,29,20,10,RGB-augment
img1699,0.7916666666666666,0.7169811320754716,0.7524752475247525,0.8384732302716179,38,10,15,RGB-augment
img1704,0.8076923076923077,0.875,0.8400000000000001,0.8438400504140123,21,5,3,RGB-augment
img1706,0.9166666666666666,0.5789473684210527,0.7096774193548387,0.8484873584974824,11,1,8,RGB-augment
img1710,0.7692307692307693,0.5555555555555556,0.6451612903225806,0.8583976003313284,10,3,8,RGB-augment
img1728,0.0,0.0,0.0,0.0,0,10,0,RGB-augment
img173,0.896551724137931,0.896551724137931,0.896551724137931,0.8403129923332884,26,3,3,RGB-augment
img1735,0.8095238095238095,0.9444444444444444,0.8717948717948718,0.8630906940937961,17,4,1,RGB-augment
img1742,0.7241379310344828,0.75,0.736842105263158,0.7673776925291571,21,8,7,RGB-augment
img1743,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8235084766473647,17,4,4,RGB-augment
img1746,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8643903153346759,16,2,2,RGB-augment
img1747,0.8787878787878788,0.9666666666666667,0.9206349206349207,0.8295143153159443,29,4,1,RGB-augment
img1749,0.8431372549019608,0.8958333333333334,0.8686868686868686,0.8495923548513219,43,8,5,RGB-augment
img175,0.9555555555555556,0.9347826086956522,0.945054945054945,0.8371951157227602,43,2,3,RGB-augment
img1755,1.0,0.8823529411764706,0.9375,0.8295882396574432,45,0,6,RGB-augment
img1787,0.6470588235294118,0.6875,0.6666666666666667,0.8940575749160824,11,6,5,RGB-augment
img1791,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8298648246868648,5,1,1,RGB-augment
img1811,0.8461538461538461,0.9565217391304348,0.8979591836734695,0.8445260917222853,44,8,2,RGB-augment
img1812,0.8723404255319149,0.8541666666666666,0.8631578947368421,0.8578952340243312,41,6,7,RGB-augment
img1816,0.8444444444444444,0.8444444444444444,0.8444444444444444,0.8615950910362902,38,7,7,RGB-augment
img1834,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9299613861401516,11,2,2,RGB-augment
img1845,0.7692307692307693,0.6666666666666666,0.7142857142857142,0.7667394524631701,10,3,5,RGB-augment
img1847,0.9285714285714286,0.8125,0.8666666666666666,0.8614213731480789,13,1,3,RGB-augment
img185,0.7307692307692307,0.76,0.7450980392156863,0.8359567830685379,19,7,6,RGB-augment
img1851,0.2,1.0,0.33333333333333337,0.8689380289245359,1,4,0,RGB-augment
img1854,0.8181818181818182,0.8571428571428571,0.8372093023255814,0.8847261145655588,18,4,3,RGB-augment
img1858,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8602486360695508,16,6,6,RGB-augment
img1864,0.7916666666666666,0.8260869565217391,0.8085106382978724,0.8141019937136782,19,5,4,RGB-augment
img1870,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.853443023439982,22,8,6,RGB-augment
img1873,0.8653846153846154,0.8181818181818182,0.8411214953271028,0.8258409120620028,45,7,10,RGB-augment
img1875,0.8709677419354839,0.9,0.8852459016393444,0.862652565831723,27,4,3,RGB-augment
img1885,0.75,0.6818181818181818,0.7142857142857143,0.8518026086154294,15,5,7,RGB-augment
img1887,0.9491525423728814,0.9180327868852459,0.9333333333333333,0.8437838356930003,56,3,5,RGB-augment
img189,0.8125,0.7647058823529411,0.787878787878788,0.8286091947124041,13,3,4,RGB-augment
img1896,0.9,0.782608695652174,0.8372093023255814,0.8528282138965957,18,2,5,RGB-augment
img1901,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8039642745027566,1,2,2,RGB-augment
img1906,1.0,0.9411764705882353,0.9696969696969697,0.8472486009184521,16,0,1,RGB-augment
img1912,1.0,0.6666666666666666,0.8,0.6863394539059016,2,0,1,RGB-augment
img1921,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.801263111247462,12,2,2,RGB-augment
img1924,1.0,1.0,1.0,0.929708661259232,3,0,0,RGB-augment
img195,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.8471560604449068,23,5,5,RGB-augment
img1951,0.9552238805970149,0.9411764705882353,0.9481481481481482,0.8529680795919999,64,3,4,RGB-augment
img1953,1.0,1.0,1.0,0.8684601918491704,3,0,0,RGB-augment
img1960,0.7857142857142857,0.55,0.6470588235294117,0.8527100763046668,11,3,9,RGB-augment
img1973,0.3333333333333333,0.25,0.28571428571428575,0.5551115405297222,1,2,3,RGB-augment
img198,0.9782608695652174,0.9183673469387755,0.9473684210526316,0.8574000805064677,45,1,4,RGB-augment
img1984,0.8095238095238095,0.7083333333333334,0.7555555555555556,0.82316143073863,17,4,7,RGB-augment
img1993,0.7916666666666666,0.76,0.7755102040816326,0.8264766191297149,19,5,6,RGB-augment
img2023,0.6,1.0,0.7499999999999999,0.8917871565087742,6,4,0,RGB-augment
img2034,0.8909090909090909,0.9423076923076923,0.9158878504672897,0.828903903183616,49,6,3,RGB-augment
img2036,0.8275862068965517,0.75,0.7868852459016394,0.8599646035492267,24,5,8,RGB-augment
img204,0.9583333333333334,0.9583333333333334,0.9583333333333334,0.8816852614335202,23,1,1,RGB-augment
img2040,0.9411764705882353,0.9795918367346939,0.96,0.8148277821802292,48,3,1,RGB-augment
img2046,0.7419354838709677,0.71875,0.7301587301587302,0.7978363195113627,23,8,9,RGB-augment
img2047,0.75,0.782608695652174,0.7659574468085107,0.8022711167845985,18,6,5,RGB-augment
img2057,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8250050012452035,33,3,3,RGB-augment
img2061,0.8775510204081632,0.7818181818181819,0.8269230769230769,0.8795311412783633,43,6,12,RGB-augment
img2068,1.0,1.0,1.0,0.9184791731625568,8,0,0,RGB-augment
img207,0.92,0.9019607843137255,0.9108910891089109,0.8561878398422784,46,4,5,RGB-augment
img2090,0.45454545454545453,0.5,0.47619047619047616,0.8478406572628533,5,6,5,RGB-augment
img2095,0.8888888888888888,0.8333333333333334,0.8602150537634408,0.8536650217235442,40,5,8,RGB-augment
img210,0.9649122807017544,0.9166666666666666,0.9401709401709402,0.8483351890514597,55,2,5,RGB-augment
img2108,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.8330009534874567,16,6,6,RGB-augment
img2109,0.6818181818181818,0.625,0.6521739130434783,0.8167339073734363,15,7,9,RGB-augment
img2112,0.6428571428571429,0.75,0.6923076923076924,0.7540443413564614,9,5,3,RGB-augment
img213,0.8846153846153846,0.8518518518518519,0.8679245283018868,0.8514207780979465,23,3,4,RGB-augment
img2148,0.8333333333333334,1.0,0.9090909090909091,0.8682764621525815,5,1,0,RGB-augment
img2152,0.5,1.0,0.6666666666666666,0.5065604619638857,1,1,0,RGB-augment
img2153,1.0,1.0,1.0,0.8410266608933494,5,0,0,RGB-augment
img2169,0.75,1.0,0.8571428571428571,0.9181302381825035,3,1,0,RGB-augment
img217,1.0,0.9,0.9473684210526316,0.8764690727496505,18,0,2,RGB-augment
img2177,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8785161320763885,22,2,2,RGB-augment
img2189,1.0,1.0,1.0,0.8292872969595031,12,0,0,RGB-augment
img2191,0.6206896551724138,0.8181818181818182,0.7058823529411765,0.8669436934114844,18,11,4,RGB-augment
img22,0.6666666666666666,0.6,0.631578947368421,0.692042401815554,6,3,4,RGB-augment
img2204,0.8918918918918919,0.75,0.8148148148148148,0.8561965970642594,33,4,11,RGB-augment
img2207,0.9130434782608695,0.875,0.8936170212765957,0.8768434364610933,21,2,3,RGB-augment
img2216,0.84375,0.8181818181818182,0.8307692307692308,0.8089203925678078,27,5,6,RGB-augment
img224,0.95,0.9743589743589743,0.9620253164556962,0.8550121684168918,38,2,1,RGB-augment
img2243,0.4444444444444444,1.0,0.6153846153846153,0.7806257961355195,4,5,0,RGB-augment
img2245,0.0,0.0,0.0,0.0,0,2,0,RGB-augment
img2246,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8351431896540151,6,1,1,RGB-augment
img2260,0.6666666666666666,0.7272727272727273,0.6956521739130435,0.8193835239857312,8,4,3,RGB-augment
img227,0.8666666666666667,0.9285714285714286,0.896551724137931,0.8633361509121519,39,6,3,RGB-augment
img2281,0.6470588235294118,0.7857142857142857,0.7096774193548386,0.8256434762293339,11,6,3,RGB-augment
img2292,0.8163265306122449,0.8888888888888888,0.851063829787234,0.8589601486264546,40,9,5,RGB-augment
img2298,1.0,1.0,1.0,0.8449850038630231,7,0,0,RGB-augment
img2299,0.875,1.0,0.9333333333333333,0.8141674494687988,14,2,0,RGB-augment
img2301,0.9038461538461539,0.94,0.9215686274509804,0.8393521925069415,47,5,3,RGB-augment
img2324,0.7741935483870968,0.7058823529411765,0.7384615384615385,0.7975935099865851,24,7,10,RGB-augment
img2330,1.0,1.0,1.0,0.8489878975829569,5,0,0,RGB-augment
img2346,0.8333333333333334,0.78125,0.8064516129032259,0.843589752204202,25,5,7,RGB-augment
img2356,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.8476128063303103,32,1,1,RGB-augment
img2363,0.9545454545454546,0.9130434782608695,0.9333333333333332,0.8482768358858354,21,1,2,RGB-augment
img2364,0.9,0.7941176470588235,0.84375,0.8583401137710964,27,3,7,RGB-augment
img2376,0.9714285714285714,0.918918918918919,0.9444444444444445,0.8074179368924732,34,1,3,RGB-augment
img2386,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8410896732009604,39,6,6,RGB-augment
img2407,0.9523809523809523,0.8695652173913043,0.909090909090909,0.8398880222133271,20,1,3,RGB-augment
img2411,0.7352941176470589,0.8928571428571429,0.806451612903226,0.8747415974025682,25,9,3,RGB-augment
img2419,0.8181818181818182,0.7142857142857143,0.7627118644067797,0.7985068705384247,45,10,18,RGB-augment
img2422,0.8444444444444444,1.0,0.9156626506024096,0.8664814529449685,38,7,0,RGB-augment
img243,0.6363636363636364,0.7777777777777778,0.7000000000000001,0.8704453908031416,7,4,2,RGB-augment
img2435,0.9298245614035088,0.8983050847457628,0.9137931034482759,0.833959903043348,53,4,6,RGB-augment
img2438,0.9666666666666667,0.7837837837837838,0.8656716417910447,0.8832591979944454,29,1,8,RGB-augment
img244,0.7142857142857143,0.8823529411764706,0.7894736842105262,0.8072281672837496,15,6,2,RGB-augment
img2443,0.9655172413793104,0.9491525423728814,0.9572649572649573,0.8380140132695969,56,2,3,RGB-augment
img2444,0.8923076923076924,0.8656716417910447,0.8787878787878788,0.8462086253996157,58,7,9,RGB-augment
img2459,0.925,0.8809523809523809,0.9024390243902439,0.8484424108343301,37,3,5,RGB-augment
img2460,0.9,0.8181818181818182,0.8571428571428572,0.8155500370322811,54,6,12,RGB-augment
img2465,0.9344262295081968,0.9827586206896551,0.9579831932773109,0.8372256861008293,57,4,1,RGB-augment
img2468,0.16666666666666666,0.5,0.25,0.8384575234970899,1,5,1,RGB-augment
img2473,0.8888888888888888,0.9142857142857143,0.9014084507042254,0.8772559789013754,32,4,3,RGB-augment
img2475,0.9473684210526315,0.8181818181818182,0.8780487804878049,0.8815189056585748,18,1,4,RGB-augment
img2479,0.88,0.9166666666666666,0.8979591836734694,0.8243518710180894,22,3,2,RGB-augment
img2491,0.42857142857142855,0.75,0.5454545454545454,0.7637561643929905,6,8,2,RGB-augment
img2493,0.0,0.0,0.0,0.0,0,4,1,RGB-augment
img2497,0.7547169811320755,0.6666666666666666,0.7079646017699115,0.8095547991695404,40,13,20,RGB-augment
img2501,0.8461538461538461,0.9166666666666666,0.8799999999999999,0.8657697139125876,33,6,3,RGB-augment
img2502,0.918918918918919,0.9714285714285714,0.9444444444444445,0.8385578352278394,34,3,1,RGB-augment
img2511,0.9523809523809523,0.967741935483871,0.96,0.85254660635402,60,3,2,RGB-augment
img2514,0.7037037037037037,0.5757575757575758,0.6333333333333334,0.7685231330671481,38,16,28,RGB-augment
img2519,0.9285714285714286,0.8666666666666667,0.896551724137931,0.8838178245135716,26,2,4,RGB-augment
img2520,0.9607843137254902,0.9607843137254902,0.9607843137254902,0.8813231067049069,49,2,2,RGB-augment
img2522,0.9375,0.9375,0.9375,0.8428098401829756,45,3,3,RGB-augment
img2524,0.8857142857142857,0.6888888888888889,0.775,0.7914956407911405,31,4,14,RGB-augment
img2529,0.7346938775510204,0.8571428571428571,0.7912087912087913,0.8102934304652422,36,13,6,RGB-augment
img253,0.8955223880597015,0.821917808219178,0.8571428571428571,0.854075915042411,60,7,13,RGB-augment
img2531,0.78125,0.8333333333333334,0.8064516129032259,0.8134297259403027,25,7,5,RGB-augment
img2536,0.8727272727272727,0.8571428571428571,0.8648648648648648,0.7880396831111973,48,7,8,RGB-augment
img2545,0.5,0.6923076923076923,0.5806451612903226,0.8445457037318636,9,9,4,RGB-augment
img2559,0.75,0.375,0.5,0.7424867681466133,3,1,5,RGB-augment
img2565,0.7391304347826086,0.7083333333333334,0.723404255319149,0.8279929469087087,17,6,7,RGB-augment
img2568,0.7254901960784313,0.9736842105263158,0.8314606741573034,0.8239150635081048,37,14,1,RGB-augment
img257,0.5,0.45454545454545453,0.47619047619047616,0.7607913771353128,5,5,6,RGB-augment
img2572,0.3076923076923077,0.8,0.4444444444444444,0.8795680833211966,4,9,1,RGB-augment
img2586,0.8695652173913043,0.7843137254901961,0.8247422680412372,0.821210371985271,40,6,11,RGB-augment
img2598,0.6875,0.6285714285714286,0.6567164179104478,0.826475829161361,22,10,13,RGB-augment
img260,0.8260869565217391,1.0,0.9047619047619047,0.8156821164769884,19,4,0,RGB-augment
img261,0.9047619047619048,1.0,0.9500000000000001,0.826547695005755,19,2,0,RGB-augment
img2612,0.45454545454545453,0.8333333333333334,0.5882352941176471,0.7292693439102991,5,6,1,RGB-augment
img2616,0.984375,0.9130434782608695,0.9473684210526315,0.8614174745356868,63,1,6,RGB-augment
img2622,0.9375,0.8181818181818182,0.8737864077669902,0.8327403825207058,45,3,10,RGB-augment
img2623,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.8382246577187523,10,3,3,RGB-augment
img263,1.0,0.9772727272727273,0.9885057471264368,0.8475578036873209,43,0,1,RGB-augment
img2632,0.7037037037037037,0.7755102040816326,0.7378640776699029,0.8263332562615346,38,16,11,RGB-augment
img2640,0.72,0.6923076923076923,0.7058823529411765,0.8013120162880404,18,7,8,RGB-augment
img2647,0.8372093023255814,1.0,0.9113924050632911,0.847157227659427,36,7,0,RGB-augment
img2655,0.8823529411764706,0.7317073170731707,0.8,0.8657938812409749,30,4,11,RGB-augment
img2656,0.9436619718309859,0.8933333333333333,0.9178082191780823,0.8555773156096759,67,4,8,RGB-augment
img2668,0.9444444444444444,0.7846153846153846,0.857142857142857,0.8150639208947729,51,3,14,RGB-augment
img2672,0.8387096774193549,0.8387096774193549,0.8387096774193549,0.8101061290469189,52,10,10,RGB-augment
img2678,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.8676255703495629,25,2,2,RGB-augment
img2680,0.9305555555555556,0.9178082191780822,0.9241379310344828,0.8366049050020098,67,5,6,RGB-augment
img2694,0.8205128205128205,0.7111111111111111,0.7619047619047619,0.8315440358590354,32,7,13,RGB-augment
img2695,0.8958333333333334,0.8269230769230769,0.86,0.8152777037168989,43,5,9,RGB-augment
img2697,0.9,0.7659574468085106,0.8275862068965516,0.8584125612350567,36,4,11,RGB-augment
img2699,0.851063829787234,0.7407407407407407,0.7920792079207921,0.806734166636159,40,7,14,RGB-augment
img2714,0.918918918918919,0.8947368421052632,0.9066666666666667,0.8920716942528523,34,3,4,RGB-augment
img2720,0.7058823529411765,0.7741935483870968,0.7384615384615385,0.818021387711954,24,10,7,RGB-augment
img2734,0.7741935483870968,0.6153846153846154,0.6857142857142857,0.8602350147861676,24,7,15,RGB-augment
img2735,0.8732394366197183,0.8157894736842105,0.8435374149659864,0.8243432924281989,62,9,14,RGB-augment
img2739,0.7567567567567568,0.8484848484848485,0.8000000000000002,0.8398408503891213,28,9,5,RGB-augment
img2740,0.9230769230769231,0.8888888888888888,0.9056603773584906,0.8425067920476254,24,2,3,RGB-augment
img2767,0.8095238095238095,0.8717948717948718,0.8395061728395062,0.7668066723644295,34,8,5,RGB-augment
img2774,0.775,0.7560975609756098,0.7654320987654322,0.7900203638341694,31,9,10,RGB-augment
img2781,0.9555555555555556,0.9148936170212766,0.9347826086956522,0.8713479934144602,43,2,4,RGB-augment
img2785,0.9375,0.9574468085106383,0.9473684210526315,0.8437203991428338,45,3,2,RGB-augment
img2788,0.6875,0.7857142857142857,0.7333333333333334,0.8200926002362123,11,5,3,RGB-augment
img2794,0.7777777777777778,0.6774193548387096,0.7241379310344828,0.8497362397588742,21,6,10,RGB-augment
img2806,0.875,0.9210526315789473,0.8974358974358975,0.8335170622336385,35,5,3,RGB-augment
img2808,0.6666666666666666,0.9333333333333333,0.7777777777777778,0.8328664795010303,14,7,1,RGB-augment
